iso3c,year,gini_disp,gini_disp_se,gini_mkt,gini_mkt_se
PRI,1966,46.9,3.4,51.1,4.3
PRI,1967,47.1,3.4,51.2,4.3
PRI,1968,47.2,3.3,51.4,4.2
PRI,1969,47.3,3,51.6,4.2
PRI,1970,47.4,3.2,51.7,4.2
PRI,1971,47.4,3.1,51.8,4.1
PRI,1972,47.5,3.2,51.9,4.1
PRI,1973,47.6,3.2,52,4.2
PRI,1974,47.7,3.2,52.1,4.1
PRI,1975,47.7,3.2,52.2,4.1
PRI,1976,47.8,3.1,52.3,4.1
PRI,1977,47.9,3.1,52.4,3.9
PRI,1978,48,3,52.4,3.9
PRI,1979,48,3,52.6,3.8
PRI,1980,48.1,3,52.6,3.8
PRI,1981,48.1,3,52.7,3.8
PRI,1982,48.2,3.1,52.8,3.7
PRI,1983,48.2,3.1,52.9,3.7
PRI,1984,48.3,3.1,53,3.7
PRI,1985,48.4,3.1,53,3.7
PRI,1986,48.5,3,53.1,3.6
PRI,1987,48.5,2.9,53.2,3.6
PRI,1988,48.6,2.9,53.4,3.6
PRI,1989,48.7,2.8,53.5,3.5
PRI,1990,48.8,2.8,53.6,3.5
PRI,1991,48.9,2.7,53.7,3.4
PRI,1992,49,2.7,53.8,3.5
PRI,1993,49.2,2.7,53.9,3.5
PRI,1994,49.3,2.7,54,3.4
PRI,1995,49.3,2.7,54.1,3.3
PRI,1996,49.4,2.7,54.2,3.2
PRI,1997,49.5,2.6,54.3,3.2
PRI,1998,49.6,2.5,54.3,3.1
PRI,1999,49.7,2.4,54.4,3
PRI,2000,49.8,2.4,54.5,3
PRI,2001,49.8,2.3,54.5,3
PRI,2002,49.8,2.2,54.7,3
PRI,2003,49.9,2.2,54.7,2.8
PRI,2004,50,2.1,54.8,2.8
PRI,2005,50.1,2,54.9,2.7
PRI,2006,50.1,1.9,54.9,2.5
PRI,2007,50.1,1.8,55,2.4
PRI,2008,50.2,1.8,55,2.3
PRI,2009,50.3,1.7,55.1,2.3
PRI,2010,50.3,1.8,55.1,2.3
PRI,2011,50.4,1.7,55.2,2.4
PRI,2012,50.5,1.7,55.2,2.3
PRI,2013,50.6,1.8,55.3,2.4
PRI,2014,50.7,1.8,55.4,2.5
PRI,2015,50.7,1.9,55.4,2.7
PRI,2016,50.7,2,55.5,2.8
QAT,1988,39.5,4.1,41.8,4.5
QAT,1989,39.5,3.9,41.9,4.5
QAT,1990,39.6,4,41.9,4.6
QAT,1991,39.6,3.9,42,4.6
QAT,1992,39.6,3.9,42.1,4.6
QAT,1993,39.6,3.9,42.2,4.5
QAT,1994,39.7,4,42.2,4.6
QAT,1995,39.7,3.9,42.3,4.6
QAT,1996,39.7,3.8,42.3,4.5
QAT,1997,39.8,3.9,42.4,4.5
QAT,1998,39.8,3.9,42.4,4.6
QAT,1999,39.9,4,42.4,4.7
QAT,2000,39.9,3.9,42.5,4.5
QAT,2001,39.9,3.9,42.5,4.4
QAT,2002,39.9,4,42.6,4.3
QAT,2003,40,3.8,42.6,4.3
QAT,2004,40,3.9,42.7,4.3
QAT,2005,40.1,3.8,42.7,4.2
QAT,2006,40.1,3.9,42.8,4.3
QAT,2007,40.1,3.7,42.8,4.2
QAT,2008,40.1,3.7,42.8,4.3
QAT,2009,40.1,3.8,42.8,4.2
QAT,2010,40.2,3.7,42.8,4.2
QAT,2011,40.2,3.9,42.8,4.3
QAT,2012,40.2,3.9,42.8,4.2
QAT,2013,40.2,3.9,42.8,4.3
ROU,1989,22.2,1.1,31.7,1.7
ROU,1990,22,1,31.8,1.6
ROU,1991,22.7,0.9,32.5,1.5
ROU,1992,23.6,0.9,33.3,1.3
ROU,1993,24.8,0.9,34.5,1.2
ROU,1994,26.1,0.8,35.6,1
ROU,1995,27.3,0.6,36.9,0.7
ROU,1996,27.6,0.7,37.1,0.9
ROU,1997,27.9,0.6,37.4,0.7
ROU,1998,28.2,0.8,37.8,1
ROU,1999,28.4,0.9,38.3,1.2
ROU,2000,28.8,0.9,38.9,1.3
ROU,2001,29.3,0.9,39.6,1.3
ROU,2002,29.8,1,40.2,1.4
ROU,2003,30.4,1,40.9,1.4
ROU,2004,31.1,1,41.6,1.5
ROU,2005,31.9,1,42.4,1.4
ROU,2006,32.8,0.9,43.2,1.3
ROU,2007,33,0.9,43.6,1.3
ROU,2008,32.9,0.8,43.6,1.2
ROU,2009,32.6,0.8,43.6,1.3
ROU,2010,32.6,0.9,43.7,1.3
ROU,2011,32.7,0.9,43.9,1.3
ROU,2012,32.9,0.9,44.1,1.4
ROU,2013,33.2,0.9,44.3,1.3
ROU,2014,33.6,0.9,44.6,1.4
ROU,2015,33.5,1,44.6,1.5
ROU,2016,33.3,1,44.5,1.6
ROU,2017,33.5,1.1,44.6,1.7
ROU,2018,33.5,1.4,44.7,2
RUS,1988,25,1.2,36.2,1.9
RUS,1989,25.1,1.1,36.5,1.7
RUS,1990,25.7,1,37.2,1.5
RUS,1991,27.2,0.9,38.4,1.4
RUS,1992,29.7,0.9,40.7,1.3
RUS,1993,32.9,0.9,43.4,1.3
RUS,1994,35.1,0.9,45.4,1.3
RUS,1995,36.2,0.9,46.7,1.2
RUS,1996,36.7,0.9,47.3,1.3
RUS,1997,36.3,0.9,47.2,1.2
RUS,1998,36.5,0.9,47.4,1.2
RUS,1999,36.4,0.9,47.5,1.2
RUS,2000,36.7,0.9,47.9,1.2
RUS,2001,36.5,1,47.8,1.2
RUS,2002,36.3,0.9,47.7,1.2
RUS,2003,36.8,0.9,48,1.1
RUS,2004,37.2,0.8,48.2,1.1
RUS,2005,37,0.9,48,1.1
RUS,2006,36.9,0.9,47.7,1.1
RUS,2007,36.5,0.8,47.3,1
RUS,2008,36.7,0.9,47.5,1
RUS,2009,36.2,0.9,47.1,1
RUS,2010,35.7,0.9,46.8,0.9
RUS,2011,35.6,0.9,46.6,0.9
RUS,2012,35.2,0.9,46.2,1
RUS,2013,34.7,0.8,45.7,0.9
RUS,2014,34,0.7,45,0.8
RUS,2015,33.4,0.7,44.5,0.7
RUS,2016,33,0.6,44.3,0.7
RUS,2017,32.4,0.7,43.8,0.8
RUS,2018,32.5,1,43.8,1.2
RWA,1986,46.2,3.2,47.4,3.6
RWA,1987,46.5,3.2,47.8,3.5
RWA,1988,46.8,3.1,48.3,3.5
RWA,1989,47.1,3,48.7,3.4
RWA,1990,47.4,3,49.1,3.3
RWA,1991,47.8,3,49.5,3.3
RWA,1992,48.1,3,49.9,3.2
RWA,1993,48.4,2.9,50.3,3.2
RWA,1994,48.7,2.7,50.7,3.1
RWA,1995,49,2.7,51.2,3
RWA,1996,49.4,2.6,51.6,2.9
RWA,1997,49.7,2.5,52,2.8
RWA,1998,50,2.4,52.4,2.6
RWA,1999,50.3,2.2,52.9,2.5
RWA,2000,50.6,2.2,53.3,2.4
RWA,2001,50.9,2.1,53.6,2.3
RWA,2002,51,2.1,53.8,2.3
RWA,2003,51.2,2.1,54.1,2.3
RWA,2004,51.3,2.1,54.3,2.3
RWA,2005,51.5,2,54.5,2.2
RWA,2006,51.5,2,54.4,2.3
RWA,2007,51.4,2.1,54.4,2.4
RWA,2008,51.3,2.1,54.3,2.4
RWA,2009,51.3,2.2,54.3,2.3
RWA,2010,51.3,2.1,54.3,2.4
RWA,2011,51.1,2.3,54.2,2.5
RWA,2012,51,2.3,54.1,2.6
RWA,2013,50.8,2.3,53.9,2.7
RWA,2014,50.7,2.4,53.8,2.8
RWA,2015,50.6,2.6,53.7,2.9
RWA,2016,50.6,2.6,53.6,3
WSM,2002,42.9,3.1,45.7,3.4
WSM,2003,42.9,3.2,45.7,3.3
WSM,2004,43,3.2,45.8,3.3
WSM,2005,43,3.2,45.8,3.4
WSM,2006,43,3.1,45.8,3.3
WSM,2007,43,3.1,45.8,3.4
WSM,2008,43,3.1,45.9,3.3
WSM,2009,43,3,45.8,3.4
WSM,2010,43,3.2,45.8,3.4
WSM,2011,42.9,3.2,45.8,3.4
WSM,2012,42.9,3.3,45.7,3.5
WSM,2013,42.8,3.4,45.7,3.6
SMR,2006,25.2,2.6,38,4.6
SMR,2007,25.1,2.5,38,4.5
SMR,2008,25,2.5,38.1,4.5
SMR,2009,24.9,2.4,38.1,4.6
SMR,2010,24.8,2.5,38.2,4.6
SMR,2011,24.7,2.4,38.2,4.6
SMR,2012,24.6,2.4,38.2,4.6
SMR,2013,24.6,2.4,38.3,4.6
SMR,2014,24.5,2.4,38.3,4.6
SMR,2015,24.5,2.5,38.3,4.6
SMR,2016,24.4,2.6,38.3,4.7
SMR,2017,24.4,2.6,38.4,4.8
SMR,2018,24.4,2.7,38.4,4.9
STP,2000,34.9,3,36.6,3.1
STP,2001,34.9,3,36.7,3.2
STP,2002,35,3,36.8,3.2
STP,2003,35.1,3,36.9,3.1
STP,2004,35.1,2.9,37,3.2
STP,2005,35.2,2.8,37.1,3.1
STP,2006,35.3,2.8,37.2,3.2
STP,2007,35.4,2.9,37.3,3.2
STP,2008,35.4,2.9,37.4,3.2
STP,2009,35.5,2.9,37.5,3.1
STP,2010,35.5,2.9,37.6,3.1
STP,2011,35.8,3,37.9,3.2
STP,2012,36,3.1,38.3,3.4
STP,2013,36.3,3.1,38.6,3.5
STP,2014,36.5,3.2,38.9,3.6
STP,2015,36.8,3.4,39.1,3.6
STP,2016,37,3.4,39.4,3.7
STP,2017,37.3,3.4,39.7,3.8
SAU,2007,51.1,5.2,53.4,5.3
SAU,2008,51.2,5.3,53.3,5.4
SAU,2009,51.2,5.3,53.3,5.3
SAU,2010,51.2,5.3,53.3,5.3
SAU,2011,51.2,5.2,53.3,5.3
SAU,2012,51.2,5.3,53.4,5.3
SAU,2013,51.2,5.2,53.4,5.3
SEN,1991,43.2,3,45.7,3.2
SEN,1992,43.1,2.9,45.6,3.1
SEN,1993,42.9,2.8,45.5,3
SEN,1994,42.8,2.7,45.4,3
SEN,1995,42.7,2.7,45.3,2.9
SEN,1996,42.6,2.6,45.2,2.9
SEN,1997,42.5,2.6,45.1,2.9
SEN,1998,42.5,2.6,45.1,2.7
SEN,1999,42.4,2.5,45,2.7
SEN,2000,42.3,2.5,45,2.7
SEN,2001,42.2,2.5,44.9,2.7
SEN,2002,42.1,2.4,44.8,2.7
SEN,2003,42,2.4,44.7,2.7
SEN,2004,41.9,2.5,44.6,2.7
SEN,2005,41.8,2.5,44.5,2.7
SEN,2006,41.8,2.5,44.4,2.7
SEN,2007,41.7,2.5,44.3,2.8
SEN,2008,41.6,2.6,44.3,2.8
SEN,2009,41.6,2.7,44.2,2.8
SEN,2010,41.5,2.8,44.1,2.8
SEN,2011,41.5,2.8,44,3
SRB,1997,31.6,1.7,48.3,2.4
SRB,1998,31.7,1.6,48.5,2.3
SRB,1999,32.1,1.4,48.8,2.1
SRB,2000,32.8,1.4,49.3,2
SRB,2001,33.4,1.3,49.8,1.8
SRB,2002,33.8,1.2,50.3,1.7
SRB,2003,34.2,1.1,50.5,1.6
SRB,2004,34.6,1.1,50.6,1.5
SRB,2005,34.6,1,50.5,1.4
SRB,2006,34.4,0.9,50.2,1.1
SRB,2007,34,1,50.4,1.2
SRB,2008,33.7,1,50.6,1.3
SRB,2009,33.5,1,50.8,1.3
SRB,2010,33.5,0.9,51.2,1.2
SRB,2011,33.6,1,51.3,1.3
SRB,2012,33.9,1,51.5,1.3
SRB,2013,34.1,1,51.7,1.3
SRB,2014,34.1,1,51.5,1.3
SRB,2015,33.9,1,51.2,1.2
SRB,2016,33.6,1,50.9,1.2
SRB,2017,33.6,1.2,51,1.5
SRB,2018,33.6,1.4,51,1.8
SYC,1999,42.8,3.6,45.3,3.9
SYC,2000,42.8,3.5,45.3,3.8
SYC,2001,42.8,3.6,45.3,3.7
SYC,2002,42.8,3.6,45.3,3.8
SYC,2003,42.8,3.4,45.4,3.7
SYC,2004,42.9,3.4,45.4,3.7
SYC,2005,42.9,3.4,45.5,3.7
SYC,2006,42.9,3.3,45.6,3.6
SYC,2007,42.9,3.4,45.6,3.7
SYC,2008,42.9,3.4,45.6,3.7
SYC,2009,42.9,3.5,45.6,3.8
SYC,2010,42.9,3.5,45.6,3.9
SYC,2011,42.9,3.6,45.6,3.9
SYC,2012,42.9,3.6,45.6,3.9
SYC,2013,42.8,3.6,45.6,3.9
SLE,1969,42.9,3.8,45.4,4.4
SLE,1970,43,3.7,45.5,4.4
SLE,1971,43.1,3.7,45.6,4.5
SLE,1972,43.1,3.8,45.7,4.3
SLE,1973,43.2,3.8,45.8,4.4
SLE,1974,43.3,3.8,45.9,4.2
SLE,1975,43.3,3.7,46.1,4.2
SLE,1976,43.4,3.7,46.2,4.3
SLE,1977,43.4,3.7,46.3,4.3
SLE,1978,43.4,3.7,46.4,4.2
SLE,1979,43.4,3.7,46.5,4.2
SLE,1980,43.5,3.7,46.6,4.2
SLE,1981,43.6,3.7,46.7,4.2
SLE,1982,43.6,3.7,46.7,4.1
SLE,1983,43.8,3.6,46.9,4
SLE,1984,43.8,3.6,47,4
SLE,1985,43.9,3.6,47.1,3.9
SLE,1986,43.9,3.6,47.2,3.9
SLE,1987,44,3.5,47.3,3.8
SLE,1988,44.1,3.4,47.4,3.7
SLE,1989,44.1,3.4,47.5,3.7
SLE,1990,44,3.4,47.3,3.7
SLE,1991,43.8,3.3,47.1,3.6
SLE,1992,43.7,3.2,47,3.6
SLE,1993,43.6,3.1,46.8,3.6
SLE,1994,43.4,3.2,46.6,3.5
SLE,1995,43.3,3.1,46.5,3.5
SLE,1996,43.1,3.1,46.2,3.4
SLE,1997,43,3,46.1,3.4
SLE,1998,42.8,2.9,45.8,3.3
SLE,1999,42.7,2.9,45.7,3.2
SLE,2000,42.5,2.8,45.5,3.1
SLE,2001,42.4,2.7,45.4,3
SLE,2002,42.2,2.7,45.2,2.9
SLE,2003,42.1,2.6,45,2.8
SLE,2004,42,2.6,44.8,2.9
SLE,2005,41.8,2.6,44.6,2.9
SLE,2006,41.6,2.7,44.3,2.9
SLE,2007,41.3,2.7,44,3
SLE,2008,41.1,2.7,43.8,3
SLE,2009,40.9,2.7,43.5,2.9
SLE,2010,40.7,2.7,43.2,2.9
SLE,2011,40.5,2.7,42.9,2.9
SLE,2012,40.4,2.7,42.8,3
SLE,2013,40.4,2.8,42.8,3
SLE,2014,40.3,2.9,42.7,3.1
SLE,2015,40.2,3,42.7,3.2
SLE,2016,40.2,3.1,42.6,3.3
SLE,2017,40.2,3.2,42.5,3.4
SLE,2018,40.1,3.1,42.5,3.4
SGP,1973,36.8,3,40.1,3.8
SGP,1974,36.8,3,40.2,3.7
SGP,1975,36.8,2.9,40.2,3.6
SGP,1976,36.8,2.9,40.2,3.5
SGP,1977,36.7,2.8,40.3,3.4
SGP,1978,36.7,2.7,40.3,3.4
SGP,1979,36.8,2.8,40.4,3.3
SGP,1980,36.8,2.7,40.4,3.3
SGP,1981,36.9,2.6,40.6,3.2
SGP,1982,36.9,2.5,40.6,3.1
SGP,1983,36.9,2.4,40.7,3
SGP,1984,37,2.4,40.8,3
SGP,1985,37.1,2.4,40.9,2.9
SGP,1986,37.2,2.3,40.9,2.8
SGP,1987,37.3,2.4,41.1,2.8
SGP,1988,37.4,2.3,41.2,2.7
SGP,1989,37.5,2.3,41.4,2.8
SGP,1990,37.7,2.2,41.7,2.7
SGP,1991,37.9,2.2,41.9,2.7
SGP,1992,38,2.2,42.1,2.6
SGP,1993,38.2,2.1,42.3,2.6
SGP,1994,38.3,2.1,42.5,2.5
SGP,1995,38.4,2,42.7,2.5
SGP,1996,38.5,2,42.8,2.5
SGP,1997,38.6,1.8,42.9,2.4
SGP,1998,38.7,1.7,43.1,2.2
SGP,1999,38.7,1.6,43.2,2.1
SGP,2000,38.7,1.4,43.2,2
SGP,2001,38.8,1.3,43.3,1.9
SGP,2002,38.9,1.3,43.5,1.8
SGP,2003,39,1.2,43.6,1.8
SGP,2004,39.1,1.2,43.7,1.8
SGP,2005,39.2,1.2,43.8,1.8
SGP,2006,39.3,1.2,43.9,1.8
SGP,2007,39.3,1.2,44,1.7
SGP,2008,39.3,1.2,44,1.7
SGP,2009,39.3,1.2,44,1.7
SGP,2010,39.3,1.2,44,1.8
SGP,2011,39.2,1.3,43.9,1.7
SGP,2012,39,1.3,43.9,1.7
SGP,2013,38.9,1.3,43.7,1.8
SGP,2014,38.7,1.3,43.6,1.8
SGP,2015,38.6,1.3,43.5,1.9
SGP,2016,38.4,1.4,43.4,2
SGP,2017,38.3,1.5,43.4,2.1
SVK,1988,18.1,0.9,34.4,1.5
SVK,1989,17.5,0.8,34.6,1.4
SVK,1990,17.5,0.8,35.6,1.2
SVK,1991,18,0.8,37,1.1
SVK,1992,18.8,0.5,38.8,0.8
SVK,1993,19.5,0.7,39.1,1
SVK,1994,20.8,0.9,40.1,1.2
SVK,1995,22,1,41,1.2
SVK,1996,23.2,0.9,42,1.1
SVK,1997,23.7,1,42.3,1.3
SVK,1998,24.2,1.1,42.6,1.4
SVK,1999,24.6,1.2,43,1.5
SVK,2000,25.1,1.2,43.2,1.5
SVK,2001,25.5,1.2,43.5,1.4
SVK,2002,25.9,1.1,43.7,1.4
SVK,2003,26.2,1,43.9,1.2
SVK,2004,26.4,0.8,44,1.1
SVK,2005,26.5,0.7,43.7,1
SVK,2006,25.5,0.7,42.7,0.9
SVK,2007,25.2,0.6,42.2,0.9
SVK,2008,25.1,0.7,42,0.9
SVK,2009,25.5,0.7,42.2,0.9
SVK,2010,25.5,0.8,42.1,0.9
SVK,2011,25.2,0.7,41.7,1
SVK,2012,24.9,0.7,41.3,1
SVK,2013,25,0.7,41.2,0.9
SVK,2014,24.4,0.8,40.5,1
SVK,2015,24.1,0.8,40,1.1
SVK,2016,23.6,0.8,39.3,1.1
SVK,2017,23,0.9,38.7,1.3
SVN,1987,21.8,1.1,36.5,1.9
SVN,1988,21.7,1.2,36.6,1.8
SVN,1989,22,1.1,36.9,1.7
SVN,1990,22.3,1.1,37.2,1.7
SVN,1991,22.7,1,37.5,1.6
SVN,1992,23.1,1,37.9,1.5
SVN,1993,23.5,0.9,38.2,1.4
SVN,1994,23.4,0.9,38.1,1.4
SVN,1995,23.4,0.9,38,1.4
SVN,1996,23.4,0.9,37.9,1.2
SVN,1997,23.3,0.8,37.8,1
SVN,1998,23.4,0.8,38,1.1
SVN,1999,23.4,0.7,38,1
SVN,2000,23.5,0.8,38.4,1.1
SVN,2001,23.5,0.8,38.7,1.2
SVN,2002,23.5,0.9,39,1.2
SVN,2003,23.6,0.8,39.3,1.1
SVN,2004,23.6,0.7,39.6,1
SVN,2005,23.8,0.6,39.8,0.9
SVN,2006,23.7,0.6,39.8,0.9
SVN,2007,23.5,0.6,39.8,0.9
SVN,2008,23.7,0.6,39.8,0.9
SVN,2009,24.3,0.6,40.5,0.9
SVN,2010,24.8,0.7,41,0.9
SVN,2011,25,0.7,41.4,1
SVN,2012,25.6,0.7,42.1,1
SVN,2013,25.5,0.6,42.1,1
SVN,2014,25.3,0.7,42,1
SVN,2015,25.3,0.7,42,1
SVN,2016,24.8,0.7,41.4,1.1
SVN,2017,24.6,0.8,41.1,1.2
SVN,2018,24.6,1,41.1,1.4
SLB,2005,43.5,3.9,46,4
SLB,2006,43.5,3.8,46,4
SLB,2007,43.4,3.9,45.9,4.1
SLB,2008,43.3,3.9,45.8,4.1
SLB,2009,43.2,4,45.7,4.1
SLB,2010,43.1,4.1,45.6,4.3
SLB,2011,43,4.2,45.5,4.3
SLB,2012,42.9,4.2,45.4,4.3
SLB,2013,42.9,4.2,45.3,4.5
SOM,2002,35.6,5,37.6,5.3
ZAF,1975,59.1,3.5,65.4,4.3
ZAF,1976,59.2,3.4,65.5,4.1
ZAF,1977,59.3,3.3,65.6,4.1
ZAF,1978,59.4,3.2,65.7,3.9
ZAF,1979,59.4,3.1,65.8,3.9
ZAF,1980,59.5,3.1,66,3.8
ZAF,1981,59.6,3.1,66,3.7
ZAF,1982,59.7,2.9,66.1,3.7
ZAF,1983,59.8,2.8,66.2,3.6
ZAF,1984,59.9,2.7,66.3,3.5
ZAF,1985,59.9,2.6,66.5,3.5
ZAF,1986,60,2.5,66.6,3.3
ZAF,1987,60.1,2.5,66.7,3.1
ZAF,1988,60.2,2.3,66.8,3
ZAF,1989,60.2,2.3,66.9,2.9
ZAF,1990,60.3,2.1,67,2.7
ZAF,1991,60.4,1.9,67.1,2.5
ZAF,1992,60.6,1.8,67.3,2.5
ZAF,1993,60.7,1.5,67.4,2.3
ZAF,1994,60.8,1.6,67.6,2.3
ZAF,1995,60.9,1.6,67.8,2.2
ZAF,1996,61.1,1.6,68.1,2.2
ZAF,1997,61.2,1.7,68.4,2.3
ZAF,1998,61.3,1.7,68.6,2.2
ZAF,1999,61.5,1.7,68.9,2.2
ZAF,2000,61.7,1.6,69.2,2.1
ZAF,2001,61.9,1.7,69.6,2.1
ZAF,2002,62.2,1.7,70,2
ZAF,2003,62.4,1.7,70.4,2
ZAF,2004,62.7,1.6,70.8,1.9
ZAF,2005,62.9,1.6,71.2,1.9
ZAF,2006,63.2,1.5,71.7,1.7
ZAF,2007,63.4,1.5,72.1,1.7
ZAF,2008,63.5,1.4,72.5,1.5
ZAF,2009,63.5,1.4,72.4,1.5
ZAF,2010,63.4,1.5,72.3,1.5
ZAF,2011,63.2,1.5,72.1,1.4
ZAF,2012,63.1,1.5,72,1.4
ZAF,2013,63,1.6,71.8,1.5
ZAF,2014,62.9,1.6,71.6,1.4
ZAF,2015,62.8,1.7,71.4,1.3
ZAF,2016,62.7,1.6,71.2,1.4
ZAF,2017,62.5,1.6,71.1,1.4
SSD,2009,47.5,4.8,49.9,5.1
RUS,1980,24.8,2,32,2.6
RUS,1981,24.7,2,32,2.6
RUS,1982,24.7,2,32,2.6
RUS,1983,24.6,1.9,32,2.6
RUS,1984,24.5,1.9,32,2.4
RUS,1985,24.4,1.8,32,2.4
RUS,1986,24.4,1.8,32,2.4
RUS,1987,24.4,1.8,32.1,2.4
RUS,1988,24.4,1.7,32.1,2.3
RUS,1989,24.4,1.8,32.2,2.3
RUS,1990,24.4,1.9,32.2,2.4
ESP,1974,32.5,1.5,43.5,2.1
ESP,1975,32.4,1.5,43.4,2
ESP,1976,32.3,1.4,43.2,1.9
ESP,1977,32.2,1.4,43,1.8
ESP,1978,32.1,1.3,42.8,1.6
ESP,1979,32,1.1,42.6,1.4
ESP,1980,31.9,0.8,42.4,1
ESP,1981,31.7,1,42.6,1.2
ESP,1982,31.5,1.2,42.7,1.3
ESP,1983,31.3,1.2,42.8,1.3
ESP,1984,31,1.1,42.9,1.3
ESP,1985,30.8,0.9,43,1.2
ESP,1986,30.4,0.9,42.9,1.2
ESP,1987,29.9,0.8,42.8,1.1
ESP,1988,29.5,0.8,42.6,1.1
ESP,1989,29.2,0.7,42.5,1
ESP,1990,29.7,0.6,42.7,0.8
ESP,1991,29.8,0.7,43.3,1
ESP,1992,30,0.8,44,1.1
ESP,1993,31,0.7,45,1.1
ESP,1994,31.7,0.7,46,1.1
ESP,1995,32.3,0.7,46.8,1
ESP,1996,31.9,0.7,46.4,1.1
ESP,1997,31.6,0.8,46.1,1.1
ESP,1998,31.1,0.6,45.4,1.1
ESP,1999,30.7,0.6,45.1,1
ESP,2000,30.6,0.7,45.1,1
ESP,2001,29.9,0.7,44.3,1
ESP,2002,29.6,0.8,44,1
ESP,2003,30.4,0.8,44.3,1
ESP,2004,31.2,0.6,44.6,0.8
ESP,2005,31.2,0.7,45,1
ESP,2006,31.3,0.7,45.4,0.9
ESP,2007,31.4,0.6,45.8,0.7
ESP,2008,32.1,0.7,47.3,0.9
ESP,2009,32.4,0.7,48.3,0.9
ESP,2010,33.1,0.6,49.6,0.8
ESP,2011,33.1,0.7,49.9,0.9
ESP,2012,33.6,0.7,50.7,1
ESP,2013,33.9,0.6,51.3,0.8
ESP,2014,33.6,0.8,50.9,1
ESP,2015,33.2,0.8,50.6,1
ESP,2016,33.3,0.7,50.8,1
ESP,2017,32.9,0.9,50.2,1.2
ESP,2018,33.2,1.2,50.5,1.5
LKA,1970,38.4,2.8,39.6,3
LKA,1971,38.5,2.7,39.7,3
LKA,1972,38.7,2.7,39.9,2.9
LKA,1973,38.8,2.6,40,2.8
LKA,1974,39.1,2.6,40.2,2.8
LKA,1975,39.3,2.6,40.4,2.7
LKA,1976,39.6,2.6,40.6,2.6
LKA,1977,39.9,2.5,40.8,2.6
LKA,1978,40.2,2.5,41,2.5
LKA,1979,40.5,2.5,41.2,2.4
LKA,1980,40.7,2.5,41.3,2.3
LKA,1981,41,2.3,41.5,2.3
LKA,1982,41.2,2.3,41.5,2.2
LKA,1983,41.4,2.3,41.5,2.2
LKA,1984,41.6,2.2,41.5,2.1
LKA,1985,41.9,2.1,41.5,2
LKA,1986,42.1,2.1,41.6,2
LKA,1987,42.3,2.2,41.7,2
LKA,1988,42.5,2.2,41.8,2.1
LKA,1989,42.8,2.2,41.8,2.1
LKA,1990,43.1,2.2,41.9,2.1
LKA,1991,43.3,2.2,42.1,2.1
LKA,1992,43.6,2.2,42.2,2.1
LKA,1993,43.9,2.3,42.3,2.1
LKA,1994,44.2,2.2,42.5,2
LKA,1995,44.5,2.2,42.7,2.1
LKA,1996,44.8,2.3,43,2.1
LKA,1997,45.2,2.3,43.2,2.1
LKA,1998,45.6,2.4,43.5,2.1
LKA,1999,45.9,2.5,43.8,2.1
LKA,2000,46.3,2.5,44.1,2.1
LKA,2001,46.7,2.3,44.3,1.9
LKA,2002,47,2.2,44.6,1.8
LKA,2003,47.2,2.2,44.8,1.8
LKA,2004,47.5,2.3,44.9,1.9
LKA,2005,47.8,2.3,45.1,1.8
LKA,2006,48,2.2,45.1,1.8
LKA,2007,48.1,2.2,45.2,1.9
LKA,2008,48.1,2.3,45.1,1.9
LKA,2009,48,2.3,45,1.9
LKA,2010,48,2.3,45,2
LKA,2011,48.1,2.3,45,2
LKA,2012,48.2,2.3,45.1,2
LKA,2013,48.2,2.4,45.1,2
LKA,2014,48.2,2.5,45,2.3
LKA,2015,48.2,2.7,45,2.5
LKA,2016,48.3,2.6,45,2.5
KNA,2000,41.4,4.4,42.4,5.5
KNA,2001,41.4,4.4,42.5,5.4
KNA,2002,41.5,4.4,42.5,5.4
KNA,2003,41.5,4.2,42.5,5.4
KNA,2004,41.5,4.4,42.5,5.6
KNA,2005,41.5,4.3,42.6,5.5
KNA,2006,41.5,4.4,42.6,5.5
KNA,2007,41.6,4.5,42.6,5.5
KNA,2008,41.6,4.4,42.6,5.5
KNA,2009,41.6,4.5,42.7,5.5
LCA,1995,45.6,3.2,47.9,4
LCA,1996,45.6,3.2,47.9,4.1
LCA,1997,45.7,3.2,48,4
LCA,1998,45.7,3.2,48,4
LCA,1999,45.7,3.3,48.1,4
LCA,2000,45.7,3.2,48.1,4.1
LCA,2001,45.7,3.4,48.1,4.1
LCA,2002,45.7,3.3,48.2,3.9
LCA,2003,45.8,3.3,48.2,4
LCA,2004,45.8,3.3,48.3,4
LCA,2005,45.9,3.2,48.3,4
LCA,2006,45.9,3.2,48.3,4
LCA,2007,45.9,3.3,48.4,3.9
LCA,2008,45.9,3.4,48.4,4
LCA,2009,45.9,3.4,48.4,4
LCA,2010,46,3.5,48.5,4.1
LCA,2011,46.1,3.5,48.6,4.1
LCA,2012,46.1,3.4,48.6,4.3
LCA,2013,46.1,3.6,48.6,4.4
LCA,2014,46.1,3.5,48.7,4.5
LCA,2015,46.1,3.6,48.7,4.5
LCA,2016,46.2,3.7,48.8,4.6
VCT,1995,49.5,5,50.5,5.9
VCT,1996,49.5,5,50.4,6.1
VCT,1997,49.4,5,50.3,6
VCT,1998,49.3,5,50.3,6
VCT,1999,49.2,5,50.2,5.9
VCT,2000,49.2,5.1,50.1,6
VCT,2001,49.1,5,50,5.9
